DOI,Title,Authors,Affiliations,Funding Sources,Abstract,Year,URL,Chemicals Mentioned,Chemicals with InChIKey
10.1021/acs.est.1c06369,Biotic Process Dominated the Uptake and Transformation of Ag<sup>+</sup> by <i>Shewanella oneidensis</i> MR-1,"Ge, Chenghao, Huang, Danyu, Wang, Dixiang, Zhang, Enze, Li, Min, Zhu, Fengxiao, Zhu, Changyin, Chen, Ning, Wu, Song, Zhou, Dongmei","State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | College of Environmental Science and Engineering, Yangzhou University, Yangzhou 225000, P.R. China | School of Environment, Nanjing Normal University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China | State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing 210023, P.R. China",National Natural Science Foundation of China,"Silver ions (Ag+) directly emitted from industrial sources or released from manufactured Ag nanoparticles (AgNPs) in biosolid-amended soils have raised concern about the risk to ecosystems. However, our knowledge of Ag+ toxicity, internalization, and transformation mechanisms to bacteria is still insufficient. Here, we combine the advanced technologies of hyperspectral imaging (HSI) and single-particle inductively coupled plasma mass spectrometry to visualize the potential formed AgNPs inside the bacteria and evaluate the contributions of biological and non-biological processes in the uptake and transformation of Ag+ by Shewanella oneidensis MR-1. The results showed a dose-dependent toxicity of Ag+ to S. oneidensis MR-1 in the ferrihydrite bioreduction process, which was primarily induced by the actively internalized Ag. Moreover, both HSI and cross-section high-resolution transmission electron microscopy results confirmed that Ag inside the bacteria existed in the form of particulate. The Ag mass distribution in and around live and inactivated cells demonstrated that the uptake and transformation of Ag+ by S. oneidensis MR-1 were mainly via biological process. The bioaccumulation of Ag+ may be lethal to bacteria. A better understanding of the uptake and transformation of Ag+ in bacteria is central to predict and monitor the key factors that control Ag partitioning dynamics at the biointerface, which is critical to develop practical risk assessment and mitigation strategies.",2022.0,https://doi.org/10.1021/acs.est.1c06369,Ag; Silver; Ag+; ferrihydrite,Ag (BQCADISMDOOEFD-UHFFFAOYSA-N); Silver (BQCADISMDOOEFD-UHFFFAOYSA-N); Ag+ (FOIXSVOLVBLSDH-UHFFFAOYSA-N); ferrihydrite (Error)
10.1021/esv056i015_1600810,Issue Editorial Masthead,,,Not Found,Not Found,2022.0,https://doi.org/10.1021/esv056i015_1600810,No chemicals found,No chemicals found
10.1021/acs.est.2c01155,"Differences in Enantioselective Hydroxylation of 2,2′,3,6-Tetrachlorobiphenyl (CB45) and 2,2′,3,4′,6-Pentachlorobiphenyl (CB91) by Human and Rat CYP2B Subfamilies","Inui, Hideyuki, Ito, Terushi, Miwa, Chiharu, Haga, Yuki, Kubo, Makoto, Itoh, Toshimasa, Yamamoto, Keiko, Miyaoka, Masayuki, Mori, Tadashi, Tsuzuki, Harunobu, Mise, Shintaro, Goto, Erika, Matsumura, Chisato, Nakano, Takeshi","Biosignal Research Center, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan; Graduate School of Agricultural Science, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Graduate School of Agricultural Science, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Faculty of Agriculture, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Hyogo Prefectural Institute of Environmental Sciences, 3-1-18 Yukihiracho, Suma-ku, Kobe, Hyogo 654-0037, Japan | Laboratory of Drug Design and Medicinal Chemistry, Showa Pharmaceutical University, 3-3165 Higashi-Tamagawagakuen, Machida, Tokyo 194-8543, Japan | Laboratory of Drug Design and Medicinal Chemistry, Showa Pharmaceutical University, 3-3165 Higashi-Tamagawagakuen, Machida, Tokyo 194-8543, Japan | Laboratory of Drug Design and Medicinal Chemistry, Showa Pharmaceutical University, 3-3165 Higashi-Tamagawagakuen, Machida, Tokyo 194-8543, Japan | Graduate School of Engineering, Osaka University, 2-1 Yamadaoka, Suita, Osaka 565-0871, Japan | Graduate School of Engineering, Osaka University, 2-1 Yamadaoka, Suita, Osaka 565-0871, Japan | Graduate School of Agricultural Science, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Graduate School of Agricultural Science, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Graduate School of Agricultural Science, Kobe University, 1-1 Rokkodaicho, Nada-ku, Kobe, Hyogo 657-8501, Japan | Hyogo Prefectural Institute of Environmental Sciences, 3-1-18 Yukihiracho, Suma-ku, Kobe, Hyogo 654-0037, Japan | Research Center for Environmental Preservation, Osaka University, 2-4 Yamadaoka, Suita, Osaka 565-0871, Japan",Core Research for Evolutional Science and Technology; Japan Society for the Promotion of Science,"Although polychlorinated biphenyls (PCBs) were commercially banned half a century ago, contamination of the environment and organisms by PCBs is still observed. PCBs show high persistence and bioaccumulation, resulting in toxicity. Among PCBs, chiral PCBs with more than three chlorine atoms at the ortho-position exhibit developmental and neurodevelopmental toxicity. Because toxicity is dependent on the atropisomer, atropisomer-specific metabolism is vital in determining toxicity. However, structural information on enantioselective metabolism remains elusive. Cytochrome P450 (CYP, P450) monooxygenases, particularly human CYP2B6 and rat CYP2B1, metabolize separated atropisomers of 2,2',3,6-tetrachlorobiphenyl (CB45) and 2,2',3,4',6-pentachlorobiphenyl (CB91) to dechlorinated and hydroxylated metabolites. Docking studies using human CYP2B6 predict 4'-hydroxy (OH)-CB45 from (aR)-CB45 as a major metabolite of CB45. Di-OH- and dechlorinated OH-metabolites from human CYP2B6 and rat CYP2B1 are also detected. Several hydroxylated metabolites are derived from CB91 by both P450s; 5-OH-CB91 is predicted as a major metabolite. CB91 dechlorination is also detected by identifying 3-OH-CB51. A stable conformation of PCBs in the substrate-binding cavity and close distance to P450 heme are responsible for high metabolizing activities. As hydroxylation and dechlorination change PCB toxicity, this approach helps understand the possible toxicity of chiral PCBs in mammals.",2022.0,https://doi.org/10.1021/acs.est.2c01155,"2,2',3,4',6-pentachlorobiphenyl; polychlorinated biphenyls; OH; 2,2',3,6-tetrachlorobiphenyl; chlorine; Di-OH; PCBs; heme; 3-OH-CB51; PCB; 4'-hydroxy (OH)-CB45","2,2',3,4',6-pentachlorobiphenyl (CXKIGWXPPVZSQK-UHFFFAOYSA-N); polychlorinated biphenyls (Error); OH (XLYOFNOQVPJJNP-UHFFFAOYSA-M); 2,2',3,6-tetrachlorobiphenyl (VHGHHZZTMJLTJX-UHFFFAOYSA-N); chlorine (KZBUYRJDOAKODT-UHFFFAOYSA-N); Di-OH (Error); PCBs (SPJOZZSIXXJYBT-UHFFFAOYSA-N); heme (KABFMIBPWCXCRK-UHFFFAOYSA-L); 3-OH-CB51 (Error); PCB (Error); 4'-hydroxy (OH)-CB45 (Error)"
10.1021/acs.est.2c00844,China’s Mismatch of Public Awareness and Biodiversity Threats under Economic Trade,"Liu, Xiaojuan, Zhang, Jinbao, Zhang, Han, Tang, Dongmei, Hu, Guohua, Li, Xia","Key Lab. of Geographic Information Science (Ministry of Education), School of Geographic Sciences, East China Normal University, 500 Dongchuan Rd, Shanghai 200241, P.R. China | Guangdong Key Laboratory for Urbanization and Geo-simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou 510275, Guangdong province, P.R. China | Key Lab. of Geographic Information Science (Ministry of Education), School of Geographic Sciences, East China Normal University, 500 Dongchuan Rd, Shanghai 200241, P.R. China | Guangdong Key Laboratory for Urbanization and Geo-simulation, School of Geography and Planning, Sun Yat-sen University, Guangzhou 510275, Guangdong province, P.R. China | Key Lab. of Geographic Information Science (Ministry of Education), School of Geographic Sciences, East China Normal University, 500 Dongchuan Rd, Shanghai 200241, P.R. China | Key Lab. of Geographic Information Science (Ministry of Education), School of Geographic Sciences, East China Normal University, 500 Dongchuan Rd, Shanghai 200241, P.R. China",National Natural Science Foundation of China,"China is one of the countries with high biodiversity on the globe, but suffers extreme biodiversity loss due to the increasingly interconnected economy. Understanding the nation-level public awareness of biodiversity under economic trades is crucial for implementing sustainable production and consumption of Sustainable Development Goals (SDGs). This study is the first to assess the public awareness of biodiversity loss associated with China's interprovincial trades by utilizing social media data and the multiregion input-output (MRIO) table. Results show that China's interprovincial trades cause heavy threats not only to local species but to distant species. Approximately 60% of provinces displace over half of their consumption-based biodiversity threats to other provinces. Nevertheless, individuals do not clearly realize their responsibility for the distant biodiversity they consumed, with a large mismatch both in popularity (Gini index = 0.51, Robin index = 39.57) and donation (Gini index = 0.69, Robin index = 54.58). To alleviate this phenomenon, our analysis suggests that the expansion of national-level nature reserves may be effectively beneficial to public biodiversity awareness, showing significantly positive partial correlation coefficients with individuals' popularity and donations. These insights provided by this study offer targeted information for conservation and call for synergistic collaboration between the civil society, especially consumers, and governments to turn the tide of biodiversity loss.",2022.0,https://doi.org/10.1021/acs.est.2c00844,No chemicals found,No chemicals found
10.1021/acs.est.1c06288,"Carbon Monoxide Emissions from the Washington, DC, and Baltimore Metropolitan Area: Recent Trend and COVID-19 Anomaly","Lopez-Coto, Israel, Ren, Xinrong, Karion, Anna, McKain, Kathryn, Sweeney, Colm, Dickerson, Russell R., McDonald, Brian C., Ahn, Doyeon Y., Salawitch, Ross J., He, Hao, Shepson, Paul B., Whetstone, James R.","National Institute of Standards and Technology, 100 Bureau Drive, Gaithersburg, Maryland 20899, United States; School of Marine and Atmospheric Sciences, Stony Brook University, 100 Nicolls Road, Stony Brook, New York 11794, United States | Department of Atmospheric and Oceanic Science, University of Maryland, 4254 Stadium Drive, College Park, Maryland 20742, United States; Air Resources Laboratory, NOAA, 5830 University Research Court, College Park, Maryland 20740, United States | National Institute of Standards and Technology, 100 Bureau Drive, Gaithersburg, Maryland 20899, United States | NOAA Earth System Research Laboratory, Global Monitoring Laboratory, 325 Broadway, Boulder, Colorado 80305, United States; Cooperative Institute for Research in Environmental Sciences, University of Colorado, Boulder, Colorado 80309, United States | NOAA Earth System Research Laboratory, Global Monitoring Laboratory, 325 Broadway, Boulder, Colorado 80305, United States | Department of Atmospheric and Oceanic Science, University of Maryland, 4254 Stadium Drive, College Park, Maryland 20742, United States | NOAA Earth System Research Laboratory, Chemical Sciences Laboratory, 325 Broadway, Boulder, Colorado 80305, United States | Department of Atmospheric and Oceanic Science, University of Maryland, 4254 Stadium Drive, College Park, Maryland 20742, United States | Department of Atmospheric and Oceanic Science, University of Maryland, 4254 Stadium Drive, College Park, Maryland 20742, United States | Department of Atmospheric and Oceanic Science, University of Maryland, 4254 Stadium Drive, College Park, Maryland 20742, United States | School of Marine and Atmospheric Sciences, Stony Brook University, 100 Nicolls Road, Stony Brook, New York 11794, United States; Department of Chemistry, Purdue University, 610 Purdue Mall, West Lafayette, Indiana 47907, United States | National Institute of Standards and Technology, 100 Bureau Drive, Gaithersburg, Maryland 20899, United States",National Institute of Standards and Technology; National Oceanic and Atmospheric Administration; Maryland Department of Environment,"We analyze airborne measurements of atmospheric CO concentration from 70 flights conducted over six years (2015-2020) using an inverse model to quantify the CO emissions from the Washington, DC, and Baltimore metropolitan areas. We found that CO emissions have been declining in the area at a rate of ≈-4.5 % a-1 since 2015 or ≈-3.1 % a-1 since 2016. In addition, we found that CO emissions show a ""Sunday"" effect, with emissions being lower, on average, than for the rest of the week and that the seasonal cycle is no larger than 16 %. Our results also show that the trend derived from the NEI agrees well with the observed trend, but that NEI daytime-adjusted emissions are ≈50 % larger than our estimated emissions. In 2020, measurements collected during the shutdown in activity related to the COVID-19 pandemic indicate a significant drop in CO emissions of 16 % relative to the expected emissions trend from the previous years, or 23 % relative to the mean of 2016 to February 2020. Our results also indicate a larger reduction in April than in May. Last, we show that this reduction in CO emissions was driven mainly by a reduction in traffic.",2022.0,https://doi.org/10.1021/acs.est.1c06288,CO,CO (GUTLYIVDDKVIGB-UHFFFAOYSA-N)
10.1021/acs.est.2c03576,Semiquantitative Characterization of Bromo-chloro Paraffins and Olefins in the Australian Environment,"He, Chang, van Mourik, Louise, Brandsma, Sicco, Thai, Phong, Wang, Xianyu, Chen, Shuo, Thomas, Kevin V., Mueller, Jochen F.","QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia | Department of Environment and Health, Vrije Universiteit, De Boelelaan 1087, Amsterdam 1081 HV, The Netherlands | Department of Environment and Health, Vrije Universiteit, De Boelelaan 1087, Amsterdam 1081 HV, The Netherlands | QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia | QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia | QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia | QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia | QAEHS, Queensland Alliance for Environmental Health Sciences, The University of Queensland, Brisbane 4102, Australia",AXA Research Fund; Australian Research Council; University of Queensland,"A semiquantitative high-resolution mass spectrometry method was developed and applied to assess the occurrence of bromo-/chloro paraffins (BCPs) and olefins (BCOs) in the environment. More than 400 possible BCPs and BCO congener groups were detected in dust, air, and sewage sludge samples collected from Australia. Median chain analytes with the number of halogen atoms <7 (CnHmClxBry, 14 ≤ n ≤ 17, x + y < 7) prevailed in the dust and sludge samples, while short chain analytes (CnHmClxBry, 10 ≤ n ≤ 13, x + y < 7) predominated the air samples. The estimated concentrations of ∑BCPs and ∑BCOs in dust and sludge were approximately 20% that of the chlorinated paraffins (CPs) present, with the median concentrations of 5.4 μg/g (dust) and 0.18 μg/g (sludge) for ∑BCPs and 22 μg/g (in dust) and 0.50 μg/g (sludge) for BCOs. In the air samples, the concentrations of BCPs (0.020 pg/m3) and BCOs (0.032 pg/m3) were 3-4 orders of magnitudes lower than the concentrations of CPs (790 pg/m3). Significant correlations (P < 0.001) were found between the concentration of CPs, BCPs, and BCOs in all the matrices.",2022.0,https://doi.org/10.1021/acs.est.2c03576,chloro paraffins; halogen; bromo; chlorinated paraffins; CPs; olefins,chloro paraffins (Error); halogen (Error); bromo (GDTBXPJZTBHREO-UHFFFAOYSA-N); chlorinated paraffins (Error); CPs (Error); olefins (Error)
10.1021/acs.est.2c03017,Predicting Hepatic Clearance of Psychotropic Drugs in Isolated Perfused Fish Livers Using a Combination of Two <i>In Vitro</i> Assays,"Bourgeois, Zoey M., Comfort, Jordan, Schultz, Matthew, Challis, Jonathan K., Cantin, Jenna, Ji, Xiaowen, Giesy, John P., Brinkmann, Markus","Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada | School of Environment and Sustainability, University of Saskatchewan, 117 Science Pl, Saskatoon, SaskatchewanS7N 5C8, Canada | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada; Department of Veterinary Biomedical Sciences, University of Saskatchewan, 52 Campus Dr, Saskatoon, SaskatchewanS7N 5B4, Canada; Department of Integrative Biology and Center for Integrative Toxicology, Michigan State University, 784 Wilson Rd, East Lansing, Michigan48824, United States; Department of Environmental Science, Baylor University, 97266 One Bear Place, Waco, Texas76798, United States | Toxicology Center, University of Saskatchewan, 44 Campus Dr, Saskatoon, SaskatchewanS7N 5B3, Canada; School of Environment and Sustainability, University of Saskatchewan, 117 Science Pl, Saskatoon, SaskatchewanS7N 5C8, Canada; Global Institute for Water Security, University of Saskatchewan, 11 Innovation Blvd, Saskatoon, SaskatchewanS7N 3H5, Canada; Centre for Hydrology, University of Saskatchewan, 121 Research Dr, Saskatoon, SaskatchewanS7N 1K2, Canada",Western Economic Diversification Canada; European Chemical Industry Council; Canada First Research Excellence Fund; Natural Sciences and Engineering Research Council of Canada,"In vitro biotransformation assays with primary trout hepatocytes (RT-HEP) or liver subcellular fractions (RT-S9) have been proposed as valuable tools to help scientists and regulators better understand the toxicokinetics of chemicals. While both assays have been applied successfully to a diversity of neutral organic chemicals, only the RT-S9 assay has been applied to a large number of ionizable organic chemicals. Here, a combination of an in vitro biotransformation assay with RT-HEP with an active transport assay based on the permanent rainbow trout liver cell line RTL-W1 was used to qualitatively predict the potential hepatic clearance of nine psychotropic drugs with various degrees of ionization. Predictions were compared with rates of clearance measured in isolated perfused rainbow trout livers, and the importance of active transport was verified in the presence of the active transport inhibitor cyclosporin A. For the first time, it was demonstrated that a combination of biotransformation and active transport assays is powerful for the prediction of rates of hepatic clearance of ionizable chemicals. Ultimately, it is expected that this approach will allow for use of fewer animals while at the same time improving our confidence in the use of data from in vitro assays in chemical risk assessment.",2022.0,https://doi.org/10.1021/acs.est.2c03017,cyclosporin A,cyclosporin A (PMATZTZNYRCHOR-CGLBZJNRSA-N)
10.1021/acs.est.2c02520,Life Cycle Greenhouse Gas Emissions of the USPS Next-Generation Delivery Vehicle Fleet,"Woody, Maxwell, Vaishnav, Parth, Craig, Michael T., Keoleian, Gregory A.","Center for Sustainable Systems, School for Environment and Sustainability, University of Michigan, 440 Church Street, Ann Arbor, Michigan 48104, United States | Center for Sustainable Systems, School for Environment and Sustainability, University of Michigan, 440 Church Street, Ann Arbor, Michigan 48104, United States | Center for Sustainable Systems, School for Environment and Sustainability, University of Michigan, 440 Church Street, Ann Arbor, Michigan 48104, United States | Center for Sustainable Systems, School for Environment and Sustainability, University of Michigan, 440 Church Street, Ann Arbor, Michigan 48104, United States",University of Michigan; Ford Motor Company; Responsible Battery Coalition,"The United States Postal Service (USPS) plans to purchase 165,000 next-generation delivery vehicles (NGDVs) between 2023 and 2032. The USPS submitted an environmental impact statement (EIS) for two NGDV procurement scenarios: (1) 90% internal combustion engine vehicles (ICEVs) and 10% battery electric vehicles (BEVs) (""ICEV scenario"") and (2) 100% BEVs (""BEV scenario""). To correct several significant deficiencies in the EIS, we conduct a cradle-to-grave life cycle greenhouse gas (GHG) assessment of these two scenarios. Our analysis improves upon the USPS's EIS by including vehicle production and end-of-life emissions, future grid decarbonization, and more accurate vehicle operating emissions. In our base case, we find that the ICEV and BEV scenarios would result in 15% greater and 8% fewer GHG emissions, respectively, than the USPS estimate. Favorable vehicle and grid development would result in 63% lower BEV scenario emissions than the USPS estimate. Consequently, we calculate a cumulative lifetime emission reduction of 57-82% (14.7-21.4 Mt CO2e) from procuring 100% BEVs instead of 10% BEVs, compared to the USPS's estimate of 10.3 Mt. Given the long NGDV lifetimes, committing to the ICEV scenario squanders an ideal use case for BEVs, jeopardizes meeting our climate goals, and forgoes potential climate and environmental justice co-benefits.",2022.0,https://doi.org/10.1021/acs.est.2c02520,No chemicals found,No chemicals found
10.1021/acs.est.2c02193,PFOS Mass Flux Reduction/Mass Removal: Impacts of a Lower-Permeability Sand Lens within Otherwise Homogeneous Systems,"Hitzelberger, Michael, Khan, Naima A., Mohamed, Ruba A. M., Brusseau, Mark L., Carroll, Kenneth C.","New Mexico State University Department of Plant and Environmnetal Sciences, Las Cruces, New Mexico 88003, United States | New Mexico State University Department of Plant and Environmnetal Sciences, Las Cruces, New Mexico 88003, United States | New Mexico State University Department of Plant and Environmnetal Sciences, Las Cruces, New Mexico 88003, United States | University of Arizona Environmental Science Department, University of Arizona, Tucson, Arizona 85721, United States | New Mexico State University Department of Plant and Environmnetal Sciences, Las Cruces, New Mexico 88003, United States; University of Arizona Hydrology and Atmospheric Sciences Department, University of Arizona, Tucson, Arizona 85721, United States","National Institute of Environmental Health Sciences; National Institute of Food and Agriculture; Agricultural Experiment Station, New Mexico State University; Department of Energy Minority Serving Institution Partnership Program","Perfluorooctane sulfonic acid (PFOS) is one of the most common per- and polyfluoroalkyl substances (PFAS) and is a significant risk driver for these emerging contaminants of concern. A series of two-dimensional flow cell experiments was conducted to investigate the impact of flow field heterogeneity on the transport, attenuation, and mass removal of PFOS. A simplified model heterogeneous system was employed consisting of a lower-permeability fine sand lens placed within a higher-permeability coarse sand matrix. Three nonreactive tracers with different aqueous diffusion coefficients, sodium chloride, pentafluorobenzoic acid, and β-cyclodextrin, were used to characterize the influence of diffusive mass transfer on transport and for comparison to PFOS results. The results confirm that the attenuation and subsequent mass removal of the nonreactive tracers and PFOS were influenced by mass transfer between the hydraulically less accessible zone and the coarser matrix (i.e., back diffusion). A mathematical model was used to simulate flow and transport, with the values for all input parameters determined independently. The model predictions provided good matches to the measured breakthrough curves, as well as to plots of reductions in mass flux as a function of mass removed. These results reveal the importance of molecular diffusion and pore water velocity variability even for systems with relatively minor hydraulic conductivity heterogeneity. The impacts of the diffusive mass transfer limitation were quantified using an empirical function relating reductions in contaminant mass flux (MFR) to mass removal (MR). Multi-step regression was used to quantify the nonlinear, multi-stage MFR/MR behavior observed for the heterogeneous experiments. The MFR/MR function adequately reproduced the measured data, which suggests that the MFR/MR approach can be used to evaluate PFOS removal from heterogeneous media.",2022.0,https://doi.org/10.1021/acs.est.2c02193,Perfluorooctane sulfonic acid; polyfluoroalkyl; pentafluorobenzoic acid; PFOS; sodium chloride; β-cyclodextrin,Perfluorooctane sulfonic acid (YFSUTJLHUFNCNZ-UHFFFAOYSA-N); polyfluoroalkyl (Error); pentafluorobenzoic acid (YZERDTREOUSUHF-UHFFFAOYSA-N); PFOS (YFSUTJLHUFNCNZ-UHFFFAOYSA-N); sodium chloride (FAPWRFPIFSIZLT-UHFFFAOYSA-M); β-cyclodextrin (Error)
10.1021/acs.est.2c05334,Characterization of Hexachlorocyclohexane Isomer Dehydrochlorination by LinA1 and LinA2 Using Multi-element Compound-Specific Stable Isotope Analysis,"Liu, Yaqing, Fu, Juan, Wu, Langping, Kümmel, Steffen, Nijenhuis, Ivonne, Richnow, Hans H.","College of Light Industry and Food Engineering, Guangxi Key Laboratory of Clean Pulp & Papermaking and Pollution Control, Guangxi University, Daxue Road 100, Nanning530004, P.R. China | College of Light Industry and Food Engineering, Guangxi Key Laboratory of Clean Pulp & Papermaking and Pollution Control, Guangxi University, Daxue Road 100, Nanning530004, P.R. China | Department of Isotope Biogeochemistry, Helmholtz Centre for Environmental Research-UFZ, Permoserstraße 15, Leipzig04318, Germany; Ecometrix Incorporated, 6800 Campobello Road, Mississauga, OntarioL5N 2L8, Canada | Department of Isotope Biogeochemistry, Helmholtz Centre for Environmental Research-UFZ, Permoserstraße 15, Leipzig04318, Germany | Department of Isotope Biogeochemistry, Helmholtz Centre for Environmental Research-UFZ, Permoserstraße 15, Leipzig04318, Germany | Department of Isotope Biogeochemistry, Helmholtz Centre for Environmental Research-UFZ, Permoserstraße 15, Leipzig04318, Germany; Isodetect, Deutscher Platz 5b, Leipzig04103, Germany",Guangxi Key Laboratory of Clean Pulp and Papermaking and Pollution Control; Natural Science Foundation of Guangxi Province,"Dehydrochlorination is one of the main (thus far discovered) processes for aerobic microbial transformation of hexachlorocyclohexane (HCH) which is mainly catalyzed by LinA enzymes. In order to gain a better understanding of the reaction mechanisms, multi-element compound-specific stable isotope analysis was applied for evaluating α- and γ-HCH transformations catalyzed by LinA1 and LinA2 enzymes. The isotopic fractionation (εE) values for particular elements of (+)α-HCH (εC = -10.8 ± 1.0‰, εCl = -4.2 ± 0.5‰, εH = -154 ± 16‰) were distinct from the values for (-)α-HCH (εC = -4.1 ± 0.7‰, εCl = -1.6 ± 0.2‰, εH = -68 ± 10‰), whereas the dual-isotope fractionation patterns were almost identical for both enantiomers (ΛC-Cl = 2.4 ± 0.4 and 2.5 ± 0.2, ΛH-C = 12.9 ± 2.4 and 14.9 ± 1.1). The εE of γ-HCH transformation by LinA1 and LinA2 were -7.8 ± 1.0‰ and -7.5 ± 0.8‰ (εC), -2.7 ± 0.3‰ and -2.5 ± 0.4‰ (εCl), -170 ± 25‰ and -150 ± 13‰ (εH), respectively. Similar ΛC-Cl values (2.7 ± 0.2 and 2.9 ± 0.2) were observed as well as similar ΛH-C values (20.1 ± 2.0 and 18.4 ± 1.9), indicating a similar reaction mechanism by both enzymes during γ-HCH transformation. This is the first data set on 3D isotope fractionation of α- and γ-HCH enzymatic dehydrochlorination, which gave a more precise characterization of the bond cleavages, highlighting the potential of multi-element compound-specific stable isotope analysis to characterize different transformation processes (e.g., dehydrochlorination and reductive dehalogenation).",2022.0,https://doi.org/10.1021/acs.est.2c05334,γ-HCH; HCH; (+)α-HCH; (-)α-HCH; hexachlorocyclohexane,γ-HCH (Error); HCH (JLYXXMFPNIAWKQ-UHFFFAOYSA-N); (+)α-HCH (Error); (-)α-HCH (Error); hexachlorocyclohexane (JLYXXMFPNIAWKQ-UHFFFAOYSA-N)
